discount,unitPrice,customerID,customerSegment,productCategory,baseMargin,region,profit,quantityOrdered,sales,orderID
0.09,49.99,1193,Small Business,Technology,0.41,East,-17.03,48,2373.32,11206
0.03,28.53,1193,Small Business,Office Supplies,0.38,East,39.627,11,325.73,11206
0.03,5.98,1194,Small Business,Office Supplies,0.39,South,20.496,21,127.94,87586
0.08,355.98,1197,Small Business,Furniture,0.64,East,103.83,4,1350.94,87583
0.1,15.14,1199,Consumer,Office Supplies,0.81,East,-24.8976,5,75.17,87585
0.05,52.4,1200,Consumer,Office Supplies,0.39,East,776.7744,21,1125.76,87585
0.05,36.55,1202,Consumer,Office Supplies,0.41,East,344.544,21,746.03,87585
0.09,49.99,1203,Small Business,Technology,0.41,East,-8.515,12,593.33,87587
0.01,3.08,1211,Corporate,Office Supplies,0.37,Central,9.0045,4,13.05,88598
0.08,4.91,1212,Corporate,Office Supplies,0.38,Central,-99.7625,12,58.95,88600
0.01,3499.99,1212,Corporate,Technology,0.37,Central,-3061.82,1,3672.89,88600
0.07,29.89,1213,Corporate,Technology,0.5,Central,258.6189,13,374.81,88599
0.03,8.34,1213,Corporate,Office Supplies,0.4,Central,-6.71,5,43.27,88599
0.03,5.84,1213,Corporate,Office Supplies,0.55,Central,-0.01,2,11.74,88600
0.09,130.98,1217,Small Business,Furniture,0.78,East,-421.76,41,5258.94,54595
0.02,8.34,1226,Small Business,Office Supplies,0.59,East,6.79,8,66.74,90800
0.09,130.98,1227,Small Business,Furniture,0.78,East,-421.76,10,1282.67,90800
0,7.1,1228,Small Business,Office Supplies,0.39,East,-60.145,28,208.83,55874
0.01,4.98,1228,Small Business,Technology,0.64,East,-111.72,41,228.3,55874
0.06,5.68,1228,Small Business,Office Supplies,0.38,East,33.01,24,129.53,55874
0.01,4.98,1229,Small Business,Technology,0.64,Central,-111.72,10,55.68,90378
0.1,120.98,1233,Consumer,Office Supplies,0.35,Central,297.45716,5,568.24,89375
0.02,152.48,1233,Consumer,Technology,0.74,Central,-564.6024,1,162.91,89375
0.09,99.99,1233,Consumer,Technology,0.52,Central,-161.475,1,97.65,89376
0.04,205.99,1233,Consumer,Technology,0.56,Central,-0.814,6,1018.61,89376
0.03,128.24,1237,Corporate,Furniture,,Central,790.464,9,1145.6,86075
0.02,7.38,1237,Corporate,Furniture,0.56,Central,7.74,3,24.52,86076
0.05,300.98,1237,Corporate,Technology,0.39,Central,3985.3089,20,5775.81,86077
0.04,205.99,1237,Corporate,Technology,0.59,Central,13.9568,11,1878.24,86077
0.01,160.98,1238,Corporate,Furniture,0.62,Central,788.79,10,1634.67,86075
0,387.99,1241,Corporate,Office Supplies,0.38,South,-70.14,23,9280.72,90880
0.06,200.97,1241,Small Business,Technology,0.36,South,531.618,7,1348.83,90881
0.1,22.38,1246,Home Office,Office Supplies,0.38,East,-107.5135,26,564.98,36452
0.04,6.98,1246,Home Office,Furniture,0.37,East,46.01,18,129.48,36452
0.03,256.99,1246,Home Office,Technology,0.51,East,1489.8,32,8216.28,46853
0.1,22.38,1247,Home Office,Office Supplies,0.38,Central,-107.5135,7,152.11,91555
0.04,6.98,1247,Home Office,Furniture,0.37,Central,24.8193,5,35.97,91555
0,3.89,1250,Corporate,Office Supplies,0.37,Central,-255.1689,21,85.64,87877
0.09,120.98,1250,Corporate,Furniture,0.64,Central,74.0048,22,2508.15,87877
0.1,30.98,1250,Corporate,Office Supplies,0.4,Central,109.4248,8,225.62,87877
0.02,46.89,1253,Home Office,Office Supplies,0.46,Central,421.3485,13,610.65,89981
0.05,140.98,1253,Home Office,Furniture,0.77,Central,-373.09,5,699.24,89981
0.1,212.6,1253,Home Office,Furniture,0.73,Central,-3465.072,12,2346.03,89981
0.04,2.08,1254,Home Office,Office Supplies,0.36,Central,-11.2815,16,33.77,89982
0.06,80.98,1254,Home Office,Office Supplies,0.81,Central,-218.77,2,172.79,89983
0.06,3.95,1254,Home Office,Office Supplies,0.53,Central,-9.68,5,19.66,89984
0.01,115.99,1257,Home Office,Technology,0.4,West,-164.3952,5,604.35,86535
0.04,2.52,1257,Home Office,Office Supplies,0.82,West,-8.208,1,3.13,86536
0.03,3.69,1259,Home Office,Office Supplies,0.39,South,-2196.684,9,38.65,86534
0.02,73.98,1261,Home Office,Technology,0.65,West,43.538,5,378.23,89730
0.05,5.28,1265,Home Office,Office Supplies,0.4,Central,-11.376,1,7.15,89729
0.01,13.99,1267,Corporate,Technology,0.39,South,533.742,2,29.85,89514
0.08,128.24,1267,Corporate,Furniture,,South,-379.344,3,366.44,89515
0.04,5.98,1267,Corporate,Technology,0.75,South,-1522.304,11,69.75,89515
0.07,125.99,1271,Corporate,Technology,0.59,West,588.2457,8,852.53,88410
0.1,34.23,1271,Corporate,Furniture,0.55,West,151.5654,7,219.66,88411
0.07,40.98,1279,Corporate,Office Supplies,0.37,Central,54.9015,2,81.9,90114
0,442.14,1279,Corporate,Technology,0.56,Central,501.51,5,2343.34,90115
0.07,40.98,1280,Corporate,Office Supplies,0.37,West,54.9015,8,327.61,19042
0.1,238.4,1281,Small Business,Furniture,,Central,875.2844,8,1774.5,89112
0.03,199.99,1281,Small Business,Technology,0.46,Central,727.7361,5,1054.69,89112
0.1,238.4,1282,Small Business,Furniture,,East,460.676,30,6654.39,29319
0.03,199.99,1282,Small Business,Technology,0.46,East,393.42,21,4429.69,29319
0.04,150.98,1298,Home Office,Technology,0.38,Central,606.0546,6,878.34,90662
0.04,176.19,1298,Home Office,Office Supplies,0.62,Central,320.1,4,676.57,90662
0.03,39.48,1303,Consumer,Technology,0.54,West,317.0895,12,459.55,87003
0.01,65.99,1303,Consumer,Technology,0.57,West,250.36272,9,536.9,87005
0.08,2.88,1304,Consumer,Office Supplies,0.39,West,6.0306,3,8.74,87004
0.04,62.18,1305,Consumer,Furniture,0.63,West,125.8077,3,182.33,87002
0.04,8.33,1307,Small Business,Technology,0.52,West,44.892,16,131.26,91451
0.04,5.34,1314,Home Office,Office Supplies,0.38,West,3.451,45,240.6,22755
0.06,55.99,1314,Home Office,Technology,0.8,West,-275.253,5,236.88,22755
0.05,80.98,1314,Home Office,Office Supplies,0.81,West,-746.44,34,2710.47,27013
0.05,279.48,1314,Home Office,Office Supplies,0.8,West,-274.95,31,8354.73,27013
0,4.91,1315,Home Office,Office Supplies,0.36,West,-95.0475,9,48.3,87602
0.04,5.34,1316,Home Office,Office Supplies,0.38,West,3.451,11,58.81,87602
0.06,55.99,1316,Home Office,Technology,0.8,West,-275.253,1,47.38,87602
0.05,80.98,1316,Home Office,Office Supplies,0.81,West,-746.44,8,637.76,87603
0.05,279.48,1316,Home Office,Office Supplies,0.8,West,-274.95,8,2156.06,87603
0.02,55.99,1338,Home Office,Technology,0.59,Central,525.2004,16,761.16,91244
0,22.38,1340,Home Office,Office Supplies,0.38,East,-52.647,29,682.68,21636
0.07,5.98,1340,Home Office,Office Supplies,0.68,East,-24.44,11,73.44,21636
0.02,55.99,1340,Home Office,Technology,0.59,East,366.507,63,2997.07,21636
0.07,3.98,1340,Home Office,Office Supplies,0.51,East,27.38,76,282.85,24455
0.07,5.98,1341,Home Office,Office Supplies,0.68,East,-12.7088,3,20.03,91244
0,20.89,1341,Home Office,Technology,0.48,East,-5.295,4,84.56,91245
0.07,3.98,1341,Home Office,Office Supplies,0.51,East,41.07,19,70.71,91245
0.1,2.62,1347,Home Office,Office Supplies,0.39,South,-94.4909,21,51.86,89686
0,12.2,1350,Home Office,Furniture,0.43,South,-172.298,4,56.24,88233
0.1,110.99,1351,Home Office,Technology,0.57,South,3285.48,7,627.78,88232
0.05,17.67,1352,Home Office,Furniture,0.47,East,46.0368,16,283.44,88234
0.1,4.13,1354,Consumer,Office Supplies,0.39,Central,-1.0712,2,8.3,91209
0.04,4.98,1354,Consumer,Office Supplies,0.39,Central,4.4104,2,10.04,91209
0.03,125.99,1357,Home Office,Technology,0.58,Central,500.958,9,981.65,88184
0.07,119.99,1357,Home Office,Technology,0.35,Central,1206.5961,15,1748.69,88185
0.03,14.34,1360,Consumer,Furniture,0.49,Central,82.3101,8,119.29,89595
0.01,2.89,1361,Consumer,Office Supplies,0.38,Central,1.2236,1,3.08,89595
0.01,6.48,1361,Consumer,Office Supplies,0.37,Central,-15.6312,9,69.46,89596
0.03,85.99,1361,Consumer,Technology,0.37,Central,790.5468,16,1145.72,89596
0.05,12.97,1363,Consumer,Office Supplies,0.35,South,5.466,2,26.37,89993
0.06,5.81,1363,Consumer,Office Supplies,0.54,South,-149.1182,9,53.44,89993
0.1,5.98,1364,Home Office,Office Supplies,0.4,East,-90.26,10,57.34,89994
0.03,73.98,1367,Consumer,Technology,0.65,Central,-326.2316,1,79.02,90513
0.09,4.55,1368,Consumer,Office Supplies,0.35,Central,16.898,6,25.45,90514
0.07,9.78,1369,Consumer,Office Supplies,0.35,Central,20.14,11,110.72,90514
0.06,44.01,1374,Home Office,Office Supplies,0.59,West,-21.232,1,46.94,88212
0.05,2.89,1380,Home Office,Office Supplies,0.38,East,18.0642,9,26.18,88213
0.03,2.23,1383,Consumer,Furniture,0.41,West,-93.25,12,28.66,89406
0.07,11.29,1384,Consumer,Office Supplies,0.59,South,-163.03,11,123.18,89407
0.02,70.97,1384,Consumer,Office Supplies,0.59,South,23.616,21,1533.59,89408
0.06,1.74,1389,Corporate,Furniture,0.53,West,-11.0732,1,2.77,88726
0.08,2.62,1389,Small Business,Office Supplies,0.39,West,21.7695,12,31.55,88728
0.09,2.61,1389,Consumer,Office Supplies,0.39,West,29.3802,17,42.58,88729
0.1,8.17,1390,Corporate,Office Supplies,0.38,West,100.2984,19,145.36,88731
0.03,110.99,1390,Corporate,Technology,0.57,West,2495.3988,38,3616.52,88731
0,2.88,1391,Consumer,Office Supplies,0.56,West,-0.11,1,7.96,88727
0.07,12.28,1391,Small Business,Office Supplies,0.57,West,15.236,33,389.59,88730
0,8.6,1402,Corporate,Office Supplies,0.38,Central,-42.8536,48,447.89,37729
0.04,30.73,1402,Home Office,Technology,0.75,Central,-20.79,48,1420.84,43079
0,8.6,1405,Corporate,Office Supplies,0.38,Central,-33.21154,12,111.97,86144
0.04,30.73,1405,Home Office,Technology,0.75,Central,-20.79,12,355.21,86145
0,65.99,1410,Corporate,Technology,0.59,West,369.9987,9,536.23,87086
0.08,3.38,1412,Corporate,Office Supplies,0.48,West,20.4536,12,38.81,87087
0,65.99,1413,Corporate,Technology,0.59,East,542.25,36,2144.92,10277
0.02,16.48,1413,Corporate,Technology,0.42,East,69.61,27,484.56,45539
0.02,417.4,1416,Small Business,Furniture,0.79,Central,-634.8654,1,471.21,90538
0.04,46.89,1416,Small Business,Office Supplies,0.46,Central,87.12,4,182.61,90540
0.07,4.84,1418,Small Business,Office Supplies,0.52,Central,25.2402,8,36.58,90539
0.01,124.49,1419,Small Business,Furniture,0.63,Central,-94.674645,18,2376.12,90540
0.05,350.99,1424,Home Office,Furniture,0.55,West,451.2804,3,1020.08,89448
0,8.74,1424,Home Office,Office Supplies,0.38,West,44.988,7,65.2,89448
0.02,1.98,1424,Home Office,Office Supplies,0.83,West,-20.7328,11,22.59,89448
0.05,8.04,1424,Home Office,Office Supplies,0.4,West,-164.3948,15,121.36,89449
0.04,2036.48,1425,Small Business,Technology,0.55,West,-4793.004,1,2013.67,89450
0.09,125.99,1427,Home Office,Technology,0.6,Central,1258.7877,18,1824.33,90905
0.05,9.78,1432,Corporate,Office Supplies,0.39,Central,74.2785,11,107.65,86826
0.07,10.98,1432,Corporate,Office Supplies,0.36,Central,52.92,16,165.21,86827
0.02,3.28,1433,Corporate,Office Supplies,0.56,Central,-66.35,7,25.15,86826
0.07,300.98,1433,Corporate,Furniture,0.56,Central,1399.64,14,4285.56,86828
0.01,20.98,1433,Corporate,Office Supplies,0.61,Central,232.642,28,631.37,86828
0.01,80.98,1438,Corporate,Office Supplies,0.83,East,-409.3736,3,267.83,90120
0.05,6.48,1439,Corporate,Office Supplies,0.37,East,-29.07,3,21.46,90121
0.04,177.98,1442,Corporate,Office Supplies,0.56,Central,1909.8855,15,2767.95,89076
0.02,15.99,1442,Corporate,Office Supplies,0.37,Central,-76.9925,7,123.03,89077
0.09,46.94,1442,Corporate,Furniture,0.44,Central,297.9696,10,431.84,89077
0.1,218.08,1450,Consumer,Furniture,0.57,West,1318.83,12,2366.51,86735
0.05,85.99,1459,Consumer,Technology,0.55,South,36.216,4,291.64,86734
0.05,12.95,1461,Consumer,Office Supplies,0.4,Central,134.16825,19,252.36,86397
0,65.99,1466,Small Business,Technology,0.56,Central,253.3032,10,575.07,91115
0.04,130.98,1466,Small Business,Furniture,0.69,Central,-723.784,14,1781.66,91116
0.04,105.29,1469,Small Business,Furniture,0.79,West,589.188,9,940.64,91116
0.07,31.76,1469,Small Business,Furniture,0.65,West,-1314.992,18,439.27,91116
0.03,420.98,1471,Home Office,Office Supplies,0.35,East,3043.0311,10,4410.19,87077
0.02,30.98,1472,Home Office,Technology,0.79,East,-44.624,17,552.89,87078
0.05,20.27,1472,Home Office,Office Supplies,0.57,East,309.254,30,621.56,87079
0.04,9.78,1473,Home Office,Technology,0.43,East,61.2927,9,88.83,87076
0.07,8.95,1481,Corporate,Office Supplies,0.39,West,91.73,36,307.65,53953
0.07,8.95,1482,Corporate,Office Supplies,0.39,Central,53.0679,9,76.91,91362
0.05,9.65,1482,Corporate,Furniture,0.55,Central,-14.6432,15,151.34,91363
0.06,99.99,1484,Home Office,Technology,0.52,Central,-127.56,3,290.24,91235
0,193.17,1484,Home Office,Office Supplies,0.71,Central,282.18,5,971.4,91235
0.08,20.99,1484,Home Office,Technology,0.81,Central,-96.338,11,193.51,91235
0.04,11.5,1485,Home Office,Office Supplies,0.4,Central,-23.35788,14,157.81,91236
0.02,15.7,1485,Home Office,Office Supplies,0.6,Central,-18.2416,1,19.44,91236
0.05,225.02,1485,Home Office,Office Supplies,0.72,Central,1428.9104,21,4636.63,91236
0.04,119.99,1492,Corporate,Technology,0.36,Central,509.9583,6,739.07,88004
0.06,8.37,1494,Corporate,Furniture,0.59,East,-255.65,18,157.64,85880
0.09,6.48,1494,Corporate,Office Supplies,0.37,East,-76.54,6,42.16,85880
0.09,6.28,1497,Corporate,Furniture,0.43,East,-10.09,2,14.08,85880
0.03,15.14,1497,Corporate,Office Supplies,0.81,East,-92.87,17,256.73,85880
0.05,2.16,1499,Home Office,Office Supplies,0.37,South,-298.886,8,18.59,90731
0.03,6.48,1499,Home Office,Office Supplies,0.37,South,-145.852,9,58.83,90731
0.08,146.05,1499,Home Office,Furniture,0.71,South,-27.951,11,1557.66,90731
0.08,3.69,1502,Small Business,Office Supplies,0.38,South,-3.6547,38,129.43,89193
0.08,5.84,1502,Small Business,Office Supplies,0.38,South,731.922,11,61.39,89194
0,205.99,1502,Small Business,Technology,0.6,South,186.558,13,2435.52,89194
0,85.99,1505,Small Business,Technology,0.85,Central,-138.0368,6,464.86,86181
0.09,20.98,1511,Corporate,Office Supplies,0.35,Central,199.1823,14,288.67,90303
0.06,55.48,1519,Consumer,Office Supplies,0.37,East,711.0519,19,1030.51,89957
0.1,122.99,1522,Consumer,Furniture,0.74,Central,-899.675,17,2026.91,89957
0.04,11.34,1526,Home Office,Office Supplies,0.36,South,-189.224,10,115.53,86812
0.03,30.98,1527,Small Business,Office Supplies,0.58,South,0.51,5,162.39,86813
0.03,65.99,1527,Home Office,Technology,0.56,South,-52.248,23,1316.03,86814
0.09,50.98,1527,Home Office,Technology,0.73,South,70.176,28,1395.41,86815
0.01,525.98,1528,Small Business,Office Supplies,0.37,South,-161.924,9,4920.81,86813
0.07,4.91,1531,Consumer,Office Supplies,0.36,South,-157.696,6,28.22,88852
0.02,4.89,1533,Corporate,Technology,0.66,Central,-56.446,14,74.01,91328
0.07,10.06,1533,Corporate,Office Supplies,0.39,Central,33.189,5,48.1,91328
0,599.99,1548,Corporate,Technology,0.44,Central,-367.165,18,11015.82,88487
0.07,17.7,1551,Consumer,Office Supplies,0.59,South,-243.544,18,300.67,87488
0.01,348.21,1552,Small Business,Furniture,0.62,South,-337.092,2,723.54,87486
0.03,12.28,1553,Small Business,Office Supplies,0.38,South,68.676,7,87.53,87484
0.04,10.98,1554,Small Business,Office Supplies,0.58,South,481.032,15,172.22,87485
0.03,124.49,1554,Consumer,Furniture,0.63,South,-4.018,7,894.88,87487
0.06,2.89,1556,Consumer,Office Supplies,0.38,South,-2.0097,6,16.67,87425
0.08,22.84,1556,Consumer,Office Supplies,0.39,South,-477.372,9,195.16,87425
0.09,60.98,1557,Consumer,Office Supplies,0.59,South,-954.758,15,879.62,87426
0.05,29.89,1557,Consumer,Technology,0.5,South,219.4734,12,361.19,87426
0.1,226.67,1559,Consumer,Furniture,0.59,South,-390.768,5,1088.26,87424
0.02,11.34,1561,Corporate,Office Supplies,0.36,Central,-155.21,9,105.75,88093
0.05,12.2,1561,Corporate,Furniture,0.43,Central,-6.642,5,63.93,88094
0.07,20.95,1574,Consumer,Technology,0.65,South,27.234,19,391.4,86966
0.1,11.58,1580,Corporate,Office Supplies,0.35,East,-8.398,1,14.53,90934
0.03,19.04,1590,Corporate,Furniture,0.56,East,83.7936,7,144.03,86668
0.02,5.53,1593,Corporate,Office Supplies,0.39,Central,-77.82372,8,48.81,86668
0.01,500.98,1595,Corporate,Furniture,0.6,East,5078.538,14,7360.2,90796
0.08,9.77,1595,Corporate,Furniture,0.48,East,23.276,9,89.06,90796
0.09,3.28,1595,Corporate,Office Supplies,0.59,East,17.754,42,134.97,90796
0.1,9.11,1602,Home Office,Office Supplies,0.4,East,-3.9312,2,17.42,89680
0.09,2.18,1603,Small Business,Office Supplies,0.52,East,2.4548,9,19.12,89679
0.05,179.29,1603,Small Business,Furniture,0.76,East,-537.2797773,1,186.64,89679
0.05,1.98,1606,Home Office,Office Supplies,0.4,East,-14.35982,1,3.53,87993
0.07,699.99,1606,Home Office,Technology,0.41,East,-2870.2776,1,706.56,87993
0.07,6783.02,1606,Home Office,Technology,0.39,East,77.9836,2,13121.07,87993
0.01,15.16,1607,Home Office,Office Supplies,0.39,East,-200.859,7,110.93,87994
0.1,5.68,1607,Home Office,Office Supplies,0.56,East,-33.2956,21,118.35,87995
0.03,2.16,1609,Consumer,Office Supplies,0.37,West,-90.5855,7,17.31,87824
0.03,9.71,1609,Consumer,Office Supplies,0.6,West,-36.9,2,23.56,87824
0.06,40.97,1614,Consumer,Technology,0.42,East,341.1981,12,494.49,87823
0.09,12.88,1618,Consumer,Office Supplies,0.82,Central,-175.13,13,158.13,90248
0.02,45.99,1620,Consumer,Technology,0.57,East,3.96,4,163.01,90248
0.06,15.01,1623,Small Business,Office Supplies,0.39,Central,1.6169,22,333.04,87611
0.09,40.48,1623,Small Business,Technology,0.77,Central,65.394,12,472.44,87611
0.05,12.28,1623,Small Business,Office Supplies,0.57,Central,1.336,1,18.73,87611
0.08,213.45,1625,Home Office,Technology,0.59,East,1674.7542,12,2427.18,90600
0.1,55.98,1625,Home Office,Office Supplies,0.36,East,300.0465,8,434.85,90600
0,16.06,1625,Home Office,Office Supplies,0.59,East,-28.09,1,19.16,90600
0,209.37,1625,Home Office,Furniture,0.79,East,-263.1119291,11,1959.88,90601
0.06,43.57,1627,Corporate,Office Supplies,0.55,South,-38.808,17,710.16,90602
0.08,8.09,1632,Home Office,Furniture,0.49,South,15.984,6,48.25,90530
0.02,25.99,1632,Home Office,Office Supplies,0.56,South,-88.158,9,243.24,90533
0.03,5.98,1633,Home Office,Technology,0.68,South,-76.1068,6,38.54,90531
0.08,100.97,1634,Home Office,Technology,0.37,South,-73.49412,15,1483.16,90532
0.08,115.99,1636,Home Office,Technology,0.4,West,-272.860884,5,562.93,89704
0.08,4.28,1636,Home Office,Office Supplies,0.56,West,10.5792,7,29.18,89704
0.04,136.98,1636,Home Office,Furniture,0.59,West,1127.5497,12,1634.13,89706
0.08,55.48,1639,Home Office,Office Supplies,0.37,East,147.7566,4,214.14,89705
0.09,107.53,1644,Small Business,Furniture,0.65,Central,69.5451,1,100.79,87342
0.06,3.29,1646,Small Business,Office Supplies,0.4,East,8.53,11,35.97,90932
0.08,46.89,1648,Corporate,Office Supplies,0.46,Central,507.633,17,735.7,91043
0.05,12.98,1648,Corporate,Office Supplies,0.6,Central,38.23,18,225.59,91043
0.03,48.58,1649,Corporate,Office Supplies,0.56,East,100.1328,3,145.12,91041
0.05,6.48,1650,Corporate,Technology,0.71,South,15.096,15,94.27,91042
0.09,12.53,1650,Corporate,Office Supplies,0.38,South,14.9124,7,82.21,91042
0.08,65.99,1650,Corporate,Technology,0.55,South,-135.226,8,417.47,91042
0,101.41,1653,Corporate,Office Supplies,0.82,West,-457.73,10,1104.32,89885
0.1,95.99,1653,Corporate,Technology,0.56,West,-268.664,2,149.8,89885
0.1,3.6,1665,Consumer,Office Supplies,0.39,West,-8.28,2,6.97,90678
0.03,35.41,1670,Small Business,Technology,0.43,South,1912.422,10,367.52,86722
0,142.86,1670,Small Business,Office Supplies,0.56,South,-739.326,11,1576.35,86722
0.1,4.13,1671,Small Business,Office Supplies,0.39,South,-40.53,13,52.16,86724
0.03,223.98,1671,Small Business,Office Supplies,0.38,South,0.696,21,4881.84,86725
0.02,284.98,1672,Small Business,Furniture,0.6,South,15.528,3,926.3,86723
0.08,55.48,1672,Small Business,Office Supplies,0.37,South,-225.5638,17,942.53,86723
0.07,13.73,1679,Consumer,Furniture,0.54,East,-22.72,21,276.64,86646
0.09,30.98,1680,Consumer,Office Supplies,0.36,East,-163.53,18,514.62,86645
0.03,49.34,1680,Consumer,Furniture,0.57,East,554.77,17,817.32,86645
0.04,6.28,1682,Consumer,Furniture,0.53,Central,-38.38,43,284.48,14115
0.08,4.98,1682,Consumer,Office Supplies,0.38,Central,-56.35,47,225.98,38080
0.04,6.28,1683,Consumer,Furniture,0.53,Central,-19.9576,11,72.77,90612
0.08,4.98,1683,Consumer,Office Supplies,0.38,Central,-56.35,12,57.7,90613
0.08,2.08,1686,Corporate,Furniture,0.43,Central,-129.01,9,19.67,86973
0,48.91,1689,Corporate,Office Supplies,0.83,Central,-628.38,10,514.79,91077
0.05,115.99,1690,Corporate,Technology,0.57,East,616.5357,9,893.53,91076
0.09,95.43,1690,Corporate,Office Supplies,0.79,East,-143.235,22,2053.6,91078
0,6.84,1692,Consumer,Office Supplies,0.58,Central,-123.1816,5,37.89,90189
0.07,30.98,1693,Consumer,Office Supplies,0.4,South,-28.798,11,343.79,90189
0.01,15.67,1693,Consumer,Office Supplies,0.38,South,-273.98,11,188.09,90190
0,13.43,1697,Home Office,Office Supplies,0.57,South,-253.778,9,129.54,86338
0.05,3.98,1699,Small Business,Office Supplies,0.38,East,-152.5245,12,49.44,87345
0.01,6.48,1699,Small Business,Office Supplies,0.37,East,-18.85,2,14.29,87345
0.05,14.81,1702,Home Office,Office Supplies,0.43,South,-220.052,3,45.28,90473
0.05,4.2,1702,Home Office,Office Supplies,0.36,South,20.39337,3,13.57,90473
0.05,5.68,1708,Small Business,Office Supplies,0.38,East,38.2812,10,55.48,88781
0.03,205.99,1708,Small Business,Technology,0.58,East,3670.3515,29,5319.35,88784
0.01,14.28,1709,Consumer,Office Supplies,0.39,East,21.0035,2,30.44,88782
0.04,95.43,1709,Small Business,Office Supplies,0.79,East,13.536,33,3251.76,88783
0.07,7.59,1711,Corporate,Furniture,0.42,South,-167.048,3,22.48,87747
0.03,11.66,1712,Corporate,Office Supplies,0.58,South,-31.094,22,267.32,87749
0.01,23.99,1713,Corporate,Technology,0.38,South,-6.202,11,284.39,87748
0.01,300.98,1718,Consumer,Furniture,0.56,South,-48.874,3,974.14,90621
0.06,16.48,1719,Corporate,Technology,0.42,South,-144.592,8,128.13,90786
0.04,12.44,1721,Corporate,Office Supplies,0.57,South,-258.566,37,464.94,90787
0.1,49.99,1723,Corporate,Technology,0.45,West,13.508,46,2188.06,40101
0.05,6.68,1723,Corporate,Office Supplies,0.37,West,-66.48,46,320.93,44002
0.03,17.7,1723,Corporate,Office Supplies,0.59,West,-52.33,14,261.85,44002
0.04,12.44,1723,Corporate,Office Supplies,0.57,West,-59.06,146,1834.61,32710
0.05,35.99,1725,Corporate,Technology,0.55,East,149.166,9,261.56,87193
0.1,14.98,1727,Small Business,Office Supplies,0.57,East,-76.9,8,114.81,87194
0.04,55.48,1728,Corporate,Office Supplies,0.37,East,376.8849,10,546.21,87195
0.1,65.99,1730,Small Business,Technology,0.59,West,-88.6248,5,272.86,90653
0.02,60.98,1733,Small Business,Office Supplies,0.59,East,-662.52,34,2119.54,3841
0.02,1270.99,1733,Small Business,Office Supplies,0.35,East,9228.2256,36,45737.33,3841
0.02,30.98,1733,Small Business,Office Supplies,0.4,East,-32.28,13,438.25,59937
0.02,60.98,1734,Small Business,Office Supplies,0.59,East,-596.268,9,561.06,88443
0.02,1270.99,1734,Small Business,Office Supplies,0.35,East,7889.6877,9,11434.33,88443
0.05,205.99,1734,Small Business,Technology,0.6,East,1545.80976,19,3229.24,88443
0.02,30.98,1735,Small Business,Office Supplies,0.4,East,-16.14,3,101.13,88444
0.09,30.93,1737,Corporate,Furniture,0.44,South,-130.424,16,451.83,85866
0.03,1.68,1737,Corporate,Office Supplies,0.6,South,-106.421,11,20.24,85866
0.08,175.99,1738,Corporate,Technology,0.59,South,-16476.838,10,1486.34,85865
0.04,35.44,1738,Corporate,Office Supplies,0.38,South,-108.2725,11,406.26,85868
0.09,349.45,1739,Corporate,Furniture,,South,-90.748,17,5835.41,85867
0,55.99,1743,Consumer,Technology,0.83,Central,-121.05808,1,52.1,91025
0.02,4.13,1745,Home Office,Office Supplies,0.39,South,-51.737,9,45.87,18561
0.04,60.65,1745,Home Office,Furniture,0.64,South,116.5063,4,256.77,13408
0.04,124.49,1745,Consumer,Furniture,0.63,South,-247.55157,4,605.82,12224
0.1,35.99,1745,Consumer,Technology,0.82,South,-277.20924,54,1569,12224
0.04,124.49,1748,Consumer,Furniture,0.63,Central,-93.0645,1,151.46,87245
0.02,4.13,1749,Home Office,Office Supplies,0.39,Central,-48.236,2,10.19,87243
0.04,60.65,1749,Home Office,Furniture,0.64,Central,44.2911,1,64.19,87244
0.04,8.5,1754,Consumer,Technology,0.49,West,43.2752,14,118.57,90178
0.1,15.99,1754,Consumer,Technology,0.49,West,-36.21462,5,79.47,90178
0.09,95.99,1754,Consumer,Technology,0.57,West,7.03296,8,627.28,90178
0,115.99,1764,Consumer,Technology,0.58,South,-16.772,11,1160.42,89775
0.06,19.98,1764,Consumer,Furniture,0.49,South,514.1772,5,103.37,89776
0.08,1.76,1764,Consumer,Furniture,0.41,South,235.656,23,40.22,89776
0,5.77,1765,Consumer,Office Supplies,0.35,Central,3.5581,8,52.43,89777
0.01,50.98,1767,Home Office,Technology,0.73,South,5.3397,16,818.49,89211
0.07,60.98,1771,Home Office,Office Supplies,0.59,Central,-807.89,7,410.17,89106
0.09,12.95,1775,Consumer,Office Supplies,0.4,Central,123.89175,21,269.54,89944
0.08,5.78,1776,Consumer,Office Supplies,0.36,Central,-53.898,19,106.57,89941
0.07,5.43,1777,Consumer,Office Supplies,0.36,Central,26.5029,7,38.41,89939
0.02,10.06,1777,Consumer,Office Supplies,0.39,Central,90.6246,13,131.34,89940
0.03,19.99,1777,Corporate,Furniture,0.6,Central,-20.8764,12,251.61,89942
0.06,13.99,1778,Consumer,Technology,0.39,Central,6.48324,21,287.99,89943
0.06,15.04,1778,Consumer,Office Supplies,0.39,Central,2.332,3,46.86,89943
0,55.48,1781,Corporate,Office Supplies,0.37,West,454.4478,11,658.62,89857
0.03,5.08,1781,Home Office,Furniture,0.51,West,15.1524,4,21.96,89858
0.03,3.28,1782,Home Office,Office Supplies,0.56,West,-90.7556,7,24.57,89856
